ID,名称,别名,性味,归经,功效,主治,entity,摘自
652700,仙鹤草,鹤草芽、龙牙草、施州龙牙草、瓜香草、黄龙尾、铁胡蜂、金顶龙芽、老鹳嘴、子母草、毛脚茵、黄龙牙、草龙牙、地椒、黄花草、蛇疙瘩、龙头草、寸八节、过路黄、毛脚鸡、杰里花、线麻子花、脱力草、刀口药、大毛药、地仙草、蛇倒退、路边鸡、毛将军、鸡爪沙、路边黄、五蹄风、牛头草、泻痢草、黄花仔、异风颈草、子不离母、父子草、毛鸡草、群兰败毒草、狼牙草、止血草黄龙牙,平、苦、涩,肝、肺、脾,收敛、止血、止痢、杀虫,"['咯血', '吐血', '尿血', '便血', '赤白痢疾', '崩漏带下', '劳伤脱力', '痈肿', '跌打', '创伤出血']",咯血 吐血不止 小便尿血 大便后下血 赤白痢 崩中漏下 带下 冲任不固 痈 跌仆  出血,中华本草
652800,仙百草,missing,温、涩、辛, ,解蛇毒,['毒蛇咬伤'],,中华本草
652900,寻骨风,清骨凤、猫耳朵、穿地节、毛香、白毛藤、地丁香、黄木香、白面风、兔子耳、毛风草、猴耳草,平、苦、辛,肝、胃,祛风、止痛、除湿、活血、通络,"['风湿痹痛', '肢体麻木', '筋骨拘挛', '脘腹疼痛', '跌打伤痛', '外伤出血', '乳痈及多种化脓性感染']",寒湿 肢体麻木 四肢急掣 腹疼 跌仆 出血 乳痈,中华本草
653000,血余,发髲、乱发、发灰子、头发、血余炭、人发灰,平、苦、涩,肝、肾、胃,化瘀、止血、生肌、利尿,"['咳血', '吐血', '衄血', '尿血', '崩中漏下', '小便淋痛', '痈肿', '溃疡', '流火', '烫伤']",咳血 吐血不止 衄血 小便尿血 崩中漏下 小便频涩痛 痈 下肢溃疡,中华本草
653100,血叶兰,石上藕、石蚕、真金草、异色血叶兰,凉、甘, ,健脾、润肺、滋阴、安神,"['肺痨咯血', '食欲不振', '神经衰弱']",咯血 饮食不下 精神不守,中华本草
653200,血桐,missing, , ,抗癌、泻下、通便,"['大便秘结', '恶性肿瘤', '神经系统及心血管系统疾病']",大便结燥,中华本草
653300,血水草,黄水芋、金腰带、一口血、小号筒、小绿号筒、水黄连、鸡爪莲、斗篷草、马蹄草、小羊儿、血水芋、一滴血、一点血、土黄连,寒、苦、毒,肝、肾,止痛、清热、活血、止血、解毒,"['目赤肿痛', '咽喉疼痛', '口腔溃疡', '疔疮肿毒', '毒蛇咬伤', '癣疮', '湿疹', '跌打损伤', '腰痛', '咳血']",眼赤 肿痛 疼痛 下肢溃疡 疮疥 癣疮 急性湿疹 跌打损伤 腰痛 咳血,中华本草
653400,血散薯,金不换、一滴血、山乌龟、独脚乌桕,寒、苦, ,止痛、清热、解毒、散瘀,"['上呼吸道感染', '咽炎', '疮痈', '胃痛', '胃肠炎', '牙痛', '神经痛', '跌打损伤']",痈 齿痛 经前腹痛 跌打损伤,中华本草
653500,血盘草,叶下红、红青菜、雪见草,凉、苦,肝、肺,清热、凉血、消肿、活血、止血、利湿,"['咳血', '吐血', '鼻血', '崩漏', '创伤出血', '跌打伤痛', '疮痈疖肿', '湿热泻痢', '带下']",咳血 吐血不止 鼻衄 崩中漏下  出血 跌仆 痈 疖 湿热 痢不止 带下,中华本草
653600,血满草,接骨药、接骨丹、血管草、接骨木、苛草、红山花、接骨草、珍珠麻,温、甘、辛,脾、肾,祛风、利水、活血、通络,"['急慢性肾炎', '风湿疼痛', '风疹瘙痒', '小儿单板机痹后遗症', '慢性腰腿痛', '扭伤瘀痛', '骨折']",惊风 寒湿 疼痛 风疹 瘙痒 腿疼,中华本草
653700,血经草,女儿红、紫背红、叶底红、天青地红、叶下红、、石紫苏,凉、苦, ,清热、调经、活血、利湿,"['淋证', '月经不调', '痛经', '指头炎']",淋证 月经不调 经前腹痛,中华本草
653800,血竭,骐驎竭、海蜡、麒麟血、木血竭,平、咸、甘、毒,肝、心,敛疮、止血、定痛、散瘀、生肌,"['跌打损伤', '内伤瘀痛', '痛经', '产后瘀阻腹痛', '外伤出血不止', '瘰疬', '臁疮溃久不合及痔疮']",跌打损伤 七情内伤 经前腹痛 产后滞血 肚腹痛 血不止 瘰疬 臁疮 痔疮,中华本草
653900,血见愁老鹳草,missing,平、苦、辛,肝,祛风、清热、除湿、活血、止血、解毒,"['咽喉肿痛', '疮疖痈肿', '风湿痹痛', '四肢麻木', '筋骨酸痛', '外伤出血']",咽喉肿痛 疖 痈 寒湿 四肢麻痹 骨疼 出血,中华本草
654000,血沟丹,土黄芩、一麻消,寒、苦, ,清热、化瘀、解毒、泻火,"['高热不退', '肺热咳喘', '热毒泻痢', '肝脾肿大']",气怒肺热 咳喘 热毒 痢不止,中华本草
654100,血风藤,青藤、铁牛入石、青筋藤、血风根、扁果藤、血宽筋、红蛇根、牛参、老人根、穿破石,温、甘,肺、脾,筋骨、强筋、补气、补血、舒经、舒经络、强筋骨,"['气血虚弱', '有经不调', '血虚经闭', '风湿疼痛', '跌打损伤', '腰肌劳损']",气血虚弱 不调 月经不通 寒湿 疼痛 跌打损伤 伤损经络,中华本草
654200,血榧,榧子,平、苦、涩,肺、大肠,驱虫、润肺、止咳、消积,"['食积腹胀', '小儿疳积，虫积', '肺燥咳嗽']",食积 心腹胀 小儿疳 干嗽,中华本草
654300,血党,珍珠盖伞、假血党、大巴戟、石狮子、铁郎伞、美女怀胎、散血丹、小罗伞、小凉伞、斑叶朱砂根、活血胎、腺点紫金牛、郎伞、铁雨伞,平、苦、辛, ,祛风、止痛、调经、消肿、活血、祛风湿,"['风湿痹痛', '痛经', '经闭', '跌打损伤', '咽喉肿痛', '无名肿痛']",寒湿 经前腹痛 月经不通 跌打损伤 咽喉肿痛,中华本草
654400,血当归,牛西西、乳突叶酸模、红筋大黄、金不换、土大黄、止血草、化血莲、散血七、血丝大黄, , , ,"[""['nan']""]",,中华本草
654500,血参,乳腺草,温、甘, ,止痛、活血、补血,"['贫血', '产后大流血', '子宫肌瘤', '闭经', '神经衰弱', '风湿痹痛', '跌打损伤']",产后 月经不通 精神不守 寒湿 跌打损伤,中华本草
654600,兴木蒂那布,川藏香茶菜,平、辛, ,驱虫、退翳,['目睹为翳障，蛔虫病'],蛔虫,中华本草
654700,兴安毛连菜花,missing,温、苦、咸, ,降气、止咳、平喘、化痰,"['咳喘痰多', '嗳气', '胞脘闷胀']",咳喘 多痰 嗳气,中华本草
654800,兴安独活,牛防风,温、苦、辛, ,祛风、止痛、除湿,"['风寒温痹', '腰膝酸痛', '头痛']",寒邪 腰膝酸痛或冷痛 头痛,中华本草
654900,邪蒿,missing,平、辛, ,化浊、通脉、醒脾,"['湿阻痞满', '胃呆食少', '痢疾', '疮肿']",饮食不下 痢不止 疮疥,中华本草
655000,向阳花,missing,平、苦、涩, ,清肝、明目,"['夜盲症', '视力模糊']",,中华本草
655100,向天蜈蚣,叶顶珠、铁精草、细叶木兰,平、苦、甘,肾、心、膀胱,清热、凉血、解毒、利尿,"['发热', '目赤肿痛', '小便淋痛', '尿血', '毒蛇咬伤']",遍身壮热 眼赤 肿痛 小便频涩痛 小便尿血,中华本草
655200,向日葵子,天葵子、葵子,平、甘, ,透脓、止痢、透疹,"['疹发不透', '血痢', '慢性骨髓炎']",丹疹 血痢,中华本草
655300,向日葵叶,missing,凉、苦, ,降压、截疙、解毒,"['高血压', '疙瘩', '疔疮']",疔疮,中华本草
655400,向日葵茎髓,向日葵茎心、向日葵瓤、葵花茎髓、葵花秆心、葵秆心,平、甘,膀胱,清热、止咳、利尿,"['淋浊', '白带', '乳糜尿', '百日咳', '风疹']",淋浊 带下 风疹,中华本草
655500,向日葵花盘,向日葵花托、向日葵饼、葵房、葵花盘,寒、甘,肝,平肝、止痛、清热、止血,"['高血压', '头痛', '头晕', '耳鸣', '脘腹痛', '痛经', '子宫出血', '疮疹']",头痛 眩晕 耳内虚鸣 腹内痛 经前腹痛 子宫出血 丹疹,中华本草
655600,向日葵花,葵花,平、甘, ,平肝、祛风、利湿,"['头晕', '耳鸣', '小便淋沥']",眩晕 耳内虚鸣 小便淋露不止,中华本草
655700,向日葵根,葵花根、向阳花根、朝阳花根,寒、甘、淡,胃、膀胱,止痛、清热、行气、利湿,"['淋浊', '水肿', '带下', '疝气', '脘腹胀痛', '跌打损伤']",淋浊 水肿 带下 疝气 腹内痛 跌打损伤,中华本草
655800,纤毛婆婆纳,missing,寒、苦、涩, ,祛风、清热、利湿,"['外感发热', '肝炎', '胆囊炎', '风湿热痹', '荨麻疹']",外感 遍身壮热 寒湿 丹疹,中华本草
655900,纤冠藤,细羊角、睡地金牛、双飞蝴蝶、牛奶树、大防已、人地龙、羊乳藤、细羊角,温、甘、辛,肝,祛风、通乳、活血、通络、祛风湿,"['腰肌劳损', '关节疼痛', '乳汁不下', '子宫下垂']",伤损经络 关节疼 不乳出,中华本草
656000,纤齿卫矛,missing,凉、辛, ,止痛、消肿、解毒、祛瘀,"['跌打损伤', '痈肿疮毒']",跌打损伤 痈,中华本草
656100,西洋参,西洋人参、洋参、西参、花旗参、广东人参,寒、苦、甘,肺、肾、心、胃,清火、养阴、补气、生津,['气虚阴专火旺，咳嗽痰血，虚热烦烦倦，内热消渴，口燥烟干'],咳嗽 虚热 烦倦 内热 消渴 口干,中华本草
656200,西洋菜干,豆瓣菜、无心菜、西洋菜、水排菜、水生菜,凉、甘、淡,肺,凉血、解毒、清肺、利尿,"['肺热燥咳', '坏血病', '泌尿系炎症', '疔毒痛肿', '皮肤瘙痒']",气怒肺热 干嗽 疔毒 皮肤瘙痒,中华本草
656300,西施舌,车蛤、沙蛤、土匙,平、咸、甘,肝,清热、滋阴、养血、凉肝,"['肝肾服虚', '腰膝酸重', '目赤', '消渴']",眼赤 消渴,中华本草
656400,西南小阴地蕨,西南阴地蕨,寒、甘、辛, ,消肿、止咳、解毒、清肺,"['肺热咳嗽', '痄腮', '乳痈', '跌打肿痛', '蛇犬咬伤']",气怒肺热 咳嗽 痄腮 乳痈 跌仆 肿痛,中华本草
656500,西南文殊兰,missing,凉、苦、辛、毒, ,止痛、清热、活血、解毒、通络、祛瘀,"['跌打损伤', '骨折', '关节痛', '牙痛', '恶疮肿毒', '痔疮', '带状疱疹', '牛皮癣']",跌打损伤 齿痛 疮疥 痔疮 丹疹,中华本草
656600,西南卫矛,missing,温、苦、甘, ,祛风、筋骨、强筋、活血、解毒、祛风湿、强筋骨,"['风寒湿痹', '腰痛', '跌打损伤', '血栓闭塞性脉管炎', '痔疮', '漆疮']",寒邪 湿痹 腰痛 跌打损伤 闭塞 痔疮 漆疮,中华本草
656700,西南水芹,臭蒿,寒、苦、辛, ,止痛、清热、隆压、疏风,"['风热感冒', '咳嗽', '麻疹', '胃痛', '高血压']",热毒 感冒 咳嗽 丹疹,中华本草
656800,西南毛莨,西南毛莨叶,温、辛、毒, ,止痛、消肿、利湿、杀虫、截疟,['疟疾'],疟,中华本草
656900,西南金刚藤,金刚菜、菝葜,温、辛, ,散结、祛风、除湿、活血、解毒、祛瘀,"['风湿痹证', '跌打肿痛', '疔疮瘰疬']",寒湿 跌仆 肿痛 疔疮 瘰疬,中华本草
657000,西桦,missing, , ,敛疮、解毒,"['疮毒', '溃后久不收口']",,中华本草
657100,西归芹根,土当归, , ,止痛、调经、养血、祛瘀,"['跌打损伤', '月经不调', '痛经', '血虚萎黄']",跌打损伤 月经不调 经前腹痛 血亏 萎黄,中华本草
657200,西瓜子仁,missing,平、甘,肺、大肠,和中、润肠、清肺、化痰,"['便久嗽', '咯血', '便秘']",咳嗽 咯血 大便结燥,中华本草
657300,西瓜子壳,missing,平、淡,胃、大肠,止血,"['呕血', '便血']",咯血 大便后下血,中华本草
657400,西瓜霜,西瓜硝,寒、咸,肺、脾,清热、消肿、利咽、解毒,"['喉风', '喉痹', '口喉', '口疮', '牙疳', '外嗽咽产能', '目赤肿痛']",咽喉肿痛 口烂 疳 眼赤 肿痛,中华本草
657500,西瓜皮,西瓜青、西瓜翠衣、西瓜翠,凉、甘、毒,心、胃、膀胱,清热、解渴、利尿,"['暑热烦渴', '小便短少', '水肿', '口舌生疮']",烦渴 水肿 口烂,中华本草
657600,西瓜根叶,missing,凉、苦、淡,大肠,清热、利湿,"['水泻', '痢疾', '烫伤', '萎缩性鼻炎']",水泻 痢不止,中华本草
657700,西瓜,寒瓜、天生白虎汤,寒、甘,心、胃、膀胱,除烦、清热、解暑、生津、利尿,"['暑热烦渴', '热盛津伤', '小便不利', '喉痹', '口疮']",烦渴 大小便不通 咽喉肿痛 口烂,中华本草
657800,西番莲,玉蕊花、转心莲、西洋鞠、转枝莲、转盘花、电光花、子午莲转子莲、时计草、龙珠菜、洋酸茄花,温、苦, ,止痛、除风、除湿、活血,"['感冒头痛', '鼻塞流涕', '风湿关节痛', '痛经', '神经痛', '失眼', '下痢', '骨折']",感冒 头痛 鼻塞多嚏 寒湿 经前腹痛 经前腹痛 下痢,中华本草
657900,西藏圆柏,missing,寒、苦, ,清热、消肿、解毒、祛湿,"['风湿痹痛', '肺炎', '胆囊炎', '疮疖', '炭疽病']",寒湿 疖,中华本草
658000,西藏土连翘,土连翘,寒、苦, ,驱蛔、止痒、清湿热,"['肝炎', '痢疾', '口疮', '蛔虫腹痛', '口疮', '皮肤瘙痒']",痢不止 口烂 蛔虫 肚腹痛 皮肤瘙痒,中华本草
658100,西藏桃叶珊瑚叶,软叶罗伞,凉、苦,肝,清热、消肿、止血、解毒,"['水火烫伤', '痔疮', '跌打损伤', '外伤出血']",痔疮 跌打损伤 出血,中华本草
658200,西藏桃叶珊瑚果,missing,平、苦、涩, ,止带、祛湿,['赤白带下'],赤白带下,中华本草
658300,西藏桃叶珊瑚根,紫竹根,温、苦、辛, ,祛风、通经、通经络、祛风湿,"['风湿骨痛', '腰痛', '跌打损伤']",寒湿 骨疼 腰痛 跌打损伤,中华本草
658400,西藏酸模,missing,寒、苦, ,清热、凉血、止血、杀虫、止痒、通便,"['热结便秘', '吐血', '衄血', '便血', '疥癣']",大便结燥 吐血不止 衄血 大便后下血,中华本草
658500,西藏水黄连,missing,寒、苦,肝、心、大肠,清热、解毒、凉肝、止痢,"['疮痈肿毒', '湿热黄疸', '痢疾', '结膜炎']",痈 肿毒 黄疸 痢不止,中华本草
658600,西藏角蒿,角蒿,温、甘、淡, ,益气、养血,"['久病虚弱', '产后乳少', '头晕', '贫血']",元气虚惫 产后 乳汁不足 眩晕,中华本草
658700,西藏鸡爪草花,missing,寒、苦、辛, ,排脓、解热,"['胸中烦热', '创伤化脓']",烦热,中华本草
658800,西藏鸡爪草,鸡爪草、金莲花,温、甘、辛,肺、脾,祛风、散寒、祛风湿,"['风湿麻木', '关节疼痛拘挛', '鸡爪风', '淋巴结核']",寒湿 麻木 关节疼 拘挛 淋,中华本草
658900,西藏花椒种子,missing,温、苦, ,消肿、利水,"['水肿', '腹水', '小便不利']",水肿 大小便不通,中华本草
659000,西藏花椒,西藏野花椒,温、辛、毒, ,温中、燥湿、散寒、杀虫,"['寒湿伤中', '脘腹冷痛', '呕吐', '泄泻', '痢疾', '蛔虫腹痛']",寒湿 脘腹冷痛 干呕 痢不止 痢不止 蛔虫 肚腹痛,中华本草
659100,西藏凤仙花,凤仙花,温、甘、淡, ,通经、利水、活血,"['血瘀经闭', '产后恶露不尽', '小便不利', '痈疽疔毒。']",月经不通 产后 恶露未尽 大小便不通 痈 疔毒,中华本草
659200,西藏凹乳芹根,独脚当归、野当归,温、苦、甘、辛, ,祛风、止痛、除湿、散寒,"['风寒湿痹', '中寒胃痛', '腰部冷痈', '皮肤瘙痒']",寒邪 湿痹 阴户中寒 痈 皮肤瘙痒,中华本草
659300,西伯利亚青兰,missing, , ,清热、解毒、明目,"['目赤肿痛', '口舌生疮', '牙痛。']",眼赤 肿痛 口烂 齿痛,中华本草
659400,西伯利亚蓼,剪刀股、野茶、驴耳朵、牛鼻子、鸭子嘴,寒、苦、辛, ,清热、消肿、利水、疏风,"['目赤肿痛', '皮肤湿痒', '水肿', '腹水']",眼赤 肿痛 水肿,中华本草
659500,秀丽野海棠,活血丹、野海棠、金石榴、活血藤、高脚山茄、山糖浆、白矮茶,平、苦,肝、脾,祛风、调经、活血、利湿,"['风湿痹痛', '月经不谳，白带，疝气', '手脚浮肿', '流火', '跌打损伤', '毒蛇咬伤']",寒湿 带下 疝气 浮肿 跌打损伤,中华本草
659600,秀丽槭,丫角枫、五角枫,平、苦、辛,肝,祛风、止痛、除湿、接骨,"['风湿关节疼痛', '骨折']",寒湿 关节疼,中华本草
659700,杏子,杏实,温、甘、酸、毒,肺、心,润肺、定喘、止渴、生津,['肺燥咳嗽，津伤口渴'],干嗽 口干,中华本草
659800,杏枝,missing,平、辛,肝,活血、散瘀,"['跌打损伤', '瘀血阻络']",跌打损伤 瘀血,中华本草
659900,杏叶,杏树叶,凉、苦、辛,肝、脾,祛风、利湿、明目,"['水肿', '皮肤瘙痒', '目疾多泪', '痈疮瘰疬']",水肿 皮肤瘙痒 痈 瘰疬,中华本草
660000,杏树皮,missing,寒、甘,肺、心,解毒,['食苦杏仁中毒'],,中华本草
660100,杏仁,杏核仁、杏子、木落子、苦杏仁、杏梅仁、杏、甜梅,温、苦、毒,肺、脾、大肠,止咳、平喘、下气、润肠、祛痰、开痹,"['外感咳嗽', '喘满', '伤燥咳嗽', '寒气奔豚', '惊痫', '胸痹', '食滞脘痛', '血崩', '耳聋', '疳肿胀', '湿热淋证', '疥疮', '喉痹', '肠燥便秘']",外感 咳嗽 喘促 干嗽 奔豚 惊风 食滞 血崩 耳聋 疳 肿胀 湿热 淋证 咽喉肿痛 肠燥 大便结燥,中华本草
660200,杏花,missing,温、苦、毒,脾、肾,补虚、活血,"['不孕', '肢体痹痛，手足逆冷']",不育 手足厥寒,中华本草
660300,辛夷,辛矧、侯桃、房木、辛雉、迎春、木笔花、毛辛夷、姜朴花,温、辛,肺、胃,散风、散寒、通鼻、通鼻窍,"['鼻渊', '风寒感冒之头痛', '鼻塞', '流涕']",寒邪 感冒 头痛 鼻塞多嚏,中华本草
660400,辛参,土甘草、白元参、西参、山甘草、白洋参、白玄参,凉、苦、甘, ,健脾、理气、消肿、解毒,"['消化不良', '脘腹胀痛', '腹泻', '咳喘胸闷', '感冒', '咽喉肿痛', '药物中毒', '跌打瘀肿']",消化不良 腹内痛 腹泻 咳喘 胸烦 感冒 咽喉肿痛 跌仆,中华本草
660500,肖鸢尾根,missing,寒、苦, ,清热、解毒,"['咽喉肿痛', '痈肿疮毒']",咽喉肿痛 痈,中华本草
660600,孝扇草根,扶子苗、滨旋花、孝扇草、沙马藤,温、苦,肝、脾、肾,祛风、止咳、利水、化痰、祛风湿,"['风湿痹痛', '水肿', '咳嗽痰多']",寒湿 水肿 咳嗽 多痰,中华本草
660700,苋实,莫实、苋子、苋菜子,寒、甘,肝、大肠,通利、清肝、明目,"['青盲翳障', '视物昏暗', '白浊血尿', '二便不']",青盲 小便浊败 小便尿血,中华本草
660800,苋根,地筋,寒、辛,肝、大肠,止痛、散热、散风、散瘀,"['痢疾', '泄泻', '痔疮', '牙痛', '漆疮', '阴囊肿痛', '跌打损伤', '崩漏', '带下']",痢不止 痢不止 痔疮 齿痛 漆疮 肿痛 跌打损伤 崩中漏下 带下,中华本草
660900,苋,苋菜、人苋、红人苋、雁来红、老少年、十样锦、老来少、三色苋、青香苋、老来变、秋红,寒、甘,大肠、小肠,通利、清热、解毒,"['痢疾', '二便不通', '蛇虫螫伤', '疮毒']",痢不止 大小便不通,中华本草
661000,线叶蚤缀根,银柴胡,寒、苦、甘, ,清热、凉血,"['肺痨潮热咳嗽咯血', '小儿疳热']",潮热 咳嗽 咯血 小儿疳,中华本草
661100,线叶蓟,野红花、山红花、尖叶小蓟,温、酸, ,消肿、活血、解毒、散瘀,"['月经不调', '闭经', '痛经', '乳腺炎', '跌打损伤', '尿路感染', '痈疖', '痈', '神经性皮炎', '毒蛇咬伤']",月经不调 月经不通 经前腹痛 跌打损伤 痈 疖 过敏性皮炎,中华本草
661200,细竹蒿草,斑茅胆草、十二妹、云茅草、红韭菜、血见愁、土洋参、见血愁,凉、甘, ,清热、凉血、解毒,"['小儿惊风', '肺热咳嗽', '吐血', '目赤肿痛', '痈肿疮毒']",小儿惊痫 气怒肺热 咳嗽 吐血不止 眼赤 肿痛 痈,中华本草
661300,细枝柃,missing,平、苦、辛, ,祛风、止痛、活血、通络,"['风湿痹痛', '跌打损伤']",寒湿 跌打损伤,中华本草
661400,细叶野牡丹,铺地稔、山公榴、水社野牡丹,凉、苦, ,清热、消肿、解毒,"['痢疾', '口疮', '疖肿', '毒蛇咬伤']",痢不止 口烂 疖,中华本草
661500,细叶小羽藓,尖叶小羽藓、青苔、树毛衣、绿青苔,凉、苦、辛, ,清热、解毒,"['急性扁桃体炎', '乳腺炎', '丹毒', '疖肿', '上呼吸道感染', '肺炎', '中耳炎', '膀胱炎', '尿道炎', '附件炎', '产后感染', '虫咬高热']",丹毒 疖 产后,中华本草
661600,细叶铁线莲,透骨草、断肠草、狗肚子筋、驴断肠,温、辛、毒,肝、胃,祛风、止痛、健胃、杀虫、通络、消食,"['风湿痹痛', '消化不良', '呕吐', '包囊虫病', '阴囊湿疹', '疮痈肿毒']",寒湿 消化不良 干呕 急性湿疹 痈 肿毒,中华本草
661700,细叶卷柏,柏地丁、心基卷柏、地柏枝、毛利利、金花草、鸡脚草、鸡腱草、四叶草,凉、苦、涩,肝、肺、脾、大肠,清热、平喘、止血、利湿,"['小儿高热惊风', '肝炎', '胆囊炎', '泄泻', '疳积', '哮喘', '肺痨咳血', '月经过多', '外伤出血']",惊风 痢不止 疳 哮喘 咳血 月经过多 出血,中华本草
661800,细叶谷木,missing, , ,消肿、解毒,['疮痈肿毒'],痈 肿毒,中华本草
661900,细叶藁本,missing,温、苦、辛, ,止痛、除湿、散寒、疏风,"['风寒感冒', '感冒夹湿', '头痛', '风寒湿痹', '寒疝痛']",寒邪 感冒 头痛 寒邪 湿痹 寒疝,中华本草
662000,细叶防风,防风、新疆防风,温、甘、辛, ,止痛、散寒、胜湿、发表,"['感冒', '头风头痛', '风显关节痛', '风疹', '湿疹']",感冒 偏正头风 头痛 风疹 急性湿疹,中华本草
662100,细叶大戟,打碗科、猫眼草,凉、苦,肝,消肿、解毒,['疮毒肿痛'],肿痛,中华本草
662200,细叶草乌,missing,温、辛、毒, ,开痰、祛风、消肿、胜湿,"['风湿痹痛', '肢体麻木', '中风瘫痪', '痈疽', '未溃', '疔疮初起', '肿硬疼痛']",寒湿 肢体麻木 中风 诸风瘫痪 痈 疔疮 肿硬 疼痛,中华本草
662300,细叶桉叶,missing,平、苦、辛,肺、胃、大肠,理气、宣肺、活血、解毒、发表、杀虫,"['感冒发热', '咳喘痰嗽', '脘腹胀痛', '泻痢', '钩端螺旋体病', '跌打损伤', '疮疡', '丹毒', '乳痈', '疥疮', '癣痒']",感冒 遍身壮热 咳喘 痰喘 腹内痛 痢不止 跌打损伤 疮疥 丹毒 乳痈,中华本草
662400,细叶桉果,桉果,温、苦、辛, ,祛痰、截疟,['疟疾'],疟,中华本草
662500,细香葱,冻葱、冬葱、慈葱、太官葱、绵葱、四季葱、香葱、分葱、科葱、葱花儿、小葱,温、辛,肺、胃,解表、解毒、通阳,"['感冒风寒', '阴寒腹痛', '小便不通', '痈疽肿毒', '跌打肿痛']",感冒 腹内痛 小便数日不通 痈 肿毒 跌仆 肿痛,中华本草
662600,细沙虫草,白花石蚕、野霍香、泡草、香柯柯,平、甘、辛,脾、胃,祛风、解毒、利湿,"['感冒', '头痛', '鼻塞', '痢疾', '湿疹', '白斑']",感冒 头痛 鼻塞多嚏 痢不止 急性湿疹 斑,中华本草
662700,细木通,粗糠藤,寒、苦、辛、淡, ,清热、解毒、通络、祛瘀、利尿,"['疮痈疖肿', '乳腺炎', '水肿', '小便不利', '癃闭', '跌打损伤']",痈 疖 水肿 大小便不通 癃闭 跌打损伤,中华本草
662800,细芦子藤,钮子跌打、芦子、球穗胡椒、九节风、芦子藤,温、辛, ,祛风、止痛、消肿、散寒、解毒、散瘀,"['风湿痹痛', '四肢麻木', '外感风寒', '喘咳', '脘腹冷痛', '跌打损伤', '月经不调', '痛经', '产后腹痛', '牙痛', '疮疖肿痛', '烫伤', '蛇虫咬伤']",寒湿 四肢麻痹 寒邪 咳喘 脘腹冷痛 跌打损伤 月经不调 经前腹痛 产后 肚腹痛 齿痛 疖 肿痛,中华本草
662900,细果角茴香,角苗香、咽喉草、麦黄草、黄花草、雪里青、秦根花,寒、苦、毒,肝、肺、胆,清热、凉血、解毒,"['感冒发热', '头痛', '咽喉疼痛', '目赤肿痛', '关节疼痛', '肺炎', '肝炎', '胆囊炎', '痢疾', '叶血', '衄血便血']",感冒 遍身壮热 头痛 疼痛 眼赤 肿痛 关节疼 痢不止 衄血 大便后下血,中华本草
663000,细葛缕子,missing, , ,理气、健胃,['脘腹胀痛'],腹内痛,中华本草
663100,细齿叶柃,missing,平、苦、涩, ,敛疮、祛风、除湿、止血、解毒,"['风湿痹痛', '泄泻', '无名肿毒', '疮疡溃烂', '外伤出血']",寒湿 痢不止 无名肿毒 疮疥 出血,中华本草
663200,细柄薯蓣,小黄连、野生,平、苦、辛, ,活络、舒筋、法风湿,"['风湿痹痛', '筋脉拘孪', '四肢麻木', '跌打损伤', '劳伤无力']",寒湿 四肢麻痹 跌打损伤 冲任不固 无力,中华本草
663300,须叶藤叶,missing, , ,敛疮,['创伤'],,中华本草
663400,须叶藤,missing, , ,利尿,"['水肿', '小便不利']",水肿 大小便不通,中华本草
663500,星毛羊奶子,星毛胡颓子、牛奶、马奶,凉、苦、辛,肝、大肠、小肠,止痛、清热、利湿、散瘀,"['跌打肿痛', '痢疾']",跌仆 肿痛 痢不止,中华本草
663600,星毛蕨,missing,凉、辛,肝、胃,清热、利湿,"['胃炎', '痢疾', '淋浊', '风湿肿痛']",痢不止 淋浊 寒湿 肿痛,中华本草
663700,星蕨,二郎剑、尖凤尾,凉、苦,大肠、膀胱,清热、解毒、利湿,"['淋症', '小便不利', '跌打损伤', '痢疾']",淋证 大小便不通 跌打损伤 痢不止,中华本草
663800,响叶杨,白杨树、绵杨,平、苦,肝、脾,祛风、止痛、活血、通络,"['风湿痹痛', '四肢不遂', '龋齿疼痛', '损伤瘀血肿痛。']",寒湿 四肢拘挛 疼痛 冲任不固 瘀血 肿痛,中华本草
663900,响铃草,马响铃、响铃豆、假花生,寒、平、苦、酸,肺,养肝、止咳、平喘、解毒、利湿、滋肾,['耳鸣，耳聋，头目眩晕，遗精，月经过多，白带，久咳痰血，哮喘，肾炎，小便不利，扁桃体炎，腮腺炎，疔疮肿毒'],耳内虚鸣 耳聋 头目眩晕 月经过多 带下 哮喘 大小便不通 疮疥,中华本草
664000,香樟根,香通、走马胎、土沉香、山沉香,温、辛,肝、脾,祛风、止痛、温中、和中、除湿、辟秽,"['胃脘疼痛', '霍乱吐泻', '风湿痹痛', '皮肤瘙痒']",疼痛 霍乱 吐泻 寒湿 皮肤瘙痒,中华本草
664100,香橼,枸橼、钩缘干、香泡树、香橼柑枸橼、香圆,温、苦、辛、酸,肝、肺、脾,理气、降逆、宽胸、化痰,"['胸腹满闷', '胁肋胀痛', '咳嗽痰多']",胸腹妨闷 两胁胀痛 咳嗽 多痰,中华本草
664200,香鼬,missing,温、甘,脾、心,解毒,"['肉食中毒', '药物中毒', '唇疮']",,中华本草
664300,香油罐,大烟锅草,寒、苦, ,凉血、止血、祛瘀,"['外伤出血', '跌打损伤']",出血 跌打损伤,中华本草
664400,香叶子,missing,温、辛,胃,祛风、温中、散寒、行气,"['风寒感冒', '胃脘疼痛', '消化不良', '风湿痹痛']",寒邪 感冒 疼痛 消化不良 寒湿,中华本草
